"","playerID","primary_pos"
"13668","mcbridi01","P"
"13669","mcbrifr01","1B"
"13670","mcbrige01","SS"
"13671","mcbrijo01","OF"
"13672","mcbrike01","P"
"13673","mcbrima01","P"
"13674","mcbrima02","OF"
"13675","mcbripe01","P"
"13676","mcbrito01","OF"
"13677","mcbritu01","OF"
"13678","mcbrory01","OF"
"13679","mccab01","P"
"13680","mccabbi01","OF"
"13681","mccabdi01","P"
"13682","mccabjo01","C"
"13683","mccabra01","P"
"13684","mccabsw01","OF"
"13685","mccabti01","P"
"13686","mccaf01","P"
"13687","mccafha01","OF"
"13688","mccafsp01","C"
"13689","mccahbi01","P"
"13690","mccalbi01","P"
"13691","mccalbr01","OF"
"13692","mccaldu01","P"
"13693","mccalhe01","1B"
"13694","mccalla01","P"
"13695","mccalwi01","P"
"13696","mccamra01","P"
"13697","mccanbr01","C"
"13698","mccanem01","SS"
"13699","mccange01","P"
"13700","mccanja01","OF"
"13701","mccanja02","C"
"13702","mccanky01","C"
"13703","mccaral01","2B"
"13704","mccarar01","P"
"13705","mccarbi01","C"
"13706","mccarbi02","P"
"13707","mccarbi03","3B"
"13708","mccarbr01","P"
"13709","mccarda01","1B"
"13710","mccarfr01","OF"
"13711","mccargr01","P"
"13712","mccarja01","OF"
"13713","mccarja02","OF"
"13714","mccarje01","1B"
"13715","mccarjo01","P"
"13716","mccarjo02","C"
"13717","mccarjo03","1B"
"13718","mccarjo04","OF"
"13719","mccarke01","P"
"13720","mccarki01","P"
"13721","mccarle01","C"
"13722","mccarro01","C"
"13723","mccarti01","C"
"13724","mccarto01","OF"
"13725","mccarto02","P"
"13726","mccarto03","P"
"13727","mccaski01","P"
"13728","mccatst01","P"
"13729","mccaual01","1B"
"13730","mccauba01","P"
"13731","mccaubi01","SS"
"13732","mccauda01","P"
"13733","mccauji01","C"
"13734","mccaupa01","C"
"13735","mccheha01","OF"
"13736","mcclabi01","P"
"13737","mcclabo01","SS"
"13738","mcclaje01","3B"
"13739","mcclajo01","P"
"13740","mcclare01","P"
"13741","mcclasc01","1B"
"13742","mcclash01","P"
"13743","mcclebi01","2B"
"13744","mccleda01","OF"
"13745","mccleha01","SS"
"13746","mccleje01","3B"
"13747","mccleky01","P"
"13748","mcclell01","OF"
"13749","mcclemi01","P"
"13750","mcclepa01","P"
"13751","mccleza01","P"
"13752","mcclina01","OF"
"13753","mcclobi01","C"
"13754","mccloji01","P"
"13755","mcclojo01","P"
"13756","mcclubo01","P"
"13757","mcclubo02","P"
"13758","mccluha01","OF"
"13759","mccluha02","P"
"13760","mcclula01","OF"
"13761","mccluse01","P"
"13762","mccolal01","P"
"13763","mcconam01","2B"
"13764","mcconge01","P"
"13765","mcconra01","P"
"13766","mcconsa01","3B"
"13767","mcconsa02","P"
"13768","mccoobi01","P"
"13769","mccorba01","3B"
"13770","mccorbi01","P"
"13771","mccorbu01","OF"
"13772","mccorch01","OF"
"13773","mccordo01","C"
"13774","mccorfr01","1B"
"13775","mccorha01","P"
"13776","mccorje01","3B"
"13777","mccorji01","P"
"13778","mccorji02","2B"
"13779","mccormi01","3B"
"13780","mccormi02","OF"
"13781","mccormi03","P"
"13782","mccormo01","OF"
"13783","mccosba01","OF"
"13784","mccovwi01","1B"
"13785","mccoyar01","2B"
"13786","mccoybe01","2B"
"13787","mccoyfr01","C"
"13788","mccoyma01","SS"
"13789","mccoymi01","OF"
"13790","mccoypa01","P"
"13791","mccoywa01","P"
"13792","mccragr01","OF"
"13793","mccrajo01","P"
"13794","mccrale01","P"
"13795","mccraqu01","OF"
"13796","mccraro01","OF"
"13797","mccrato01","1B"
"13798","mccrawi01","P"
"13799","mccre01","OF"
"13800","mccread01","P"
"13801","mccreed01","P"
"13802","mccrefr01","C"
"13803","mccreto01","OF"
"13804","mccrewa01","OF"
"13805","mccrobo01","P"
"13806","mccuefr01","3B"
"13807","mcculch01","P"
"13808","mcculcl01","C"
"13809","mcculla01","P"
"13810","mcculla02","P"
"13811","mcculpa01","P"
"13812","mcculph01","P"
"13813","mccurha01","C"
"13814","mccurje01","P"
"13815","mccurji01","OF"
"13816","mccusca01","OF"
"13817","mccutan01","OF"
"13818","mccutda01","P"
"13819","mcdanbo01","P"
"13820","mcdanfr01","OF"
"13821","mcdanga01","P"
"13822","mcdanli01","P"
"13823","mcdante01","OF"
"13824","mcdanvo01","P"
"13825","mcdavra01","OF"
"13826","mcderch01","P"
"13827","mcderjo01","P"
"13828","mcdermi01","P"
"13829","mcdermi02","P"
"13830","mcdermi03","P"
"13831","mcderre01","OF"
"13832","mcdersa01","2B"
"13833","mcderte01","1B"
"13834","mcdevda01","P"
"13835","mcdilal01","P"
"13836","mcdon01","PH"
"13837","mcdonbe01","P"
"13838","mcdonda01","1B"
"13839","mcdonda02","OF"
"13840","mcdondo01","OF"
"13841","mcdoned01","C"
"13842","mcdoned02","3B"
"13843","mcdongi01","P"
"13844","mcdonha01","P"
"13845","mcdonja01","OF"
"13846","mcdonja02","OF"
"13847","mcdonja03","P"
"13848","mcdonji01","3B"
"13849","mcdonji02","OF"
"13850","mcdonji03","C"
"13851","mcdonji04","P"
"13852","mcdonjo01","P"
"13853","mcdonjo02","3B"
"13854","mcdonjo03","SS"
"13855","mcdonke01","C"
"13856","mcdonlu01","P"
"13857","mcdonmi01","OF"
"13858","mcdonte01","OF"
"13859","mcdontr01","P"
"13860","mcdonwe01","P"
"13861","mcdoo01","P"
"13862","mcdoude01","P"
"13863","mcdougi01","2B"
"13864","mcdoule01","P"
"13865","mcdouma01","3B"
"13866","mcdoura01","SS"
"13867","mcdousa01","P"
"13868","mcdowja01","P"
"13869","mcdowod01","OF"
"13870","mcdowro01","P"
"13871","mcdowsa01","P"
"13872","mcdufte01","P"
"13873","mcelrch01","P"
"13874","mcelrji01","P"
"13875","mcelvpr01","3B"
"13876","mcelwle01","3B"
"13877","mcelyfr01","OF"
"13878","mcenawi01","P"
"13879","mcevolo01","P"
"13880","mcewijo01","OF"
"13881","mcfadba01","P"
"13882","mcfadgu01","1B"
"13883","mcfadle01","SS"
"13884","mcfaral01","OF"
"13885","mcfarch01","OF"
"13886","mcfarch02","P"
"13887","mcfarda01","P"
"13888","mcfared01","C"
"13889","mcfarhe01","OF"
"13890","mcfarho01","OF"
"13891","mcfarjo01","P"
"13892","mcfarjo02","1B"
"13893","mcfarmo01","P"
"13894","mcfaror01","C"
"13895","mcfartj01","P"
"13896","mcfetja01","P"
"13897","mcgafan01","P"
"13898","mcgafpa01","2B"
"13899","mcgahed01","C"
"13900","mcganam01","SS"
"13901","mcganda01","1B"
"13902","mcgarch01","3B"
"13903","mcgarda01","OF"
"13904","mcgarji01","2B"
"13905","mcgeaja01","OF"
"13906","mcgeami01","2B"
"13907","mcgeebi01","P"
"13908","mcgeeco01","P"
"13909","mcgeeda01","2B"
"13910","mcgeeda02","SS"
"13911","mcgeeea01","P"
"13912","mcgeefr01","1B"
"13913","mcgeeja01","P"
"13914","mcgeepa01","OF"
"13915","mcgeewi01","OF"
"13916","mcgehca01","3B"
"13917","mcgehke01","P"
"13918","mcgehpa01","P"
"13919","mcghebi01","1B"
"13920","mcgheed01","OF"
"13921","mcgilbi01","P"
"13922","mcgiljo01","P"
"13923","mcgilra01","P"
"13924","mcgilwi01","P"
"13925","mcginda01","P"
"13926","mcginfr01","OF"
"13927","mcgingu01","P"
"13928","mcginji01","P"
"13929","mcginjo01","P"
"13930","mcginju01","P"
"13931","mcginru01","C"
"13932","mcginti01","C"
"13933","mcglike01","P"
"13934","mcgloji01","P"
"13935","mcglojo01","3B"
"13936","mcgloly01","P"
"13937","mcglopa01","P"
"13938","mcglyst01","P"
"13939","mcgousc01","P"
"13940","mcgovar01","C"
"13941","mcgowbe01","OF"
"13942","mcgowdu01","P"
"13943","mcgowke01","P"
"13944","mcgowky01","P"
"13945","mcgowmi01","P"
"13946","mcgrabo01","P"
"13947","mcgraho01","P"
"13948","mcgrajo01","3B"
"13949","mcgrajo02","P"
"13950","mcgraky01","P"
"13951","mcgrato01","P"
"13952","mcgratu01","P"
"13953","mcgremi01","P"
"13954","mcgresc01","P"
"13955","mcgresl01","P"
"13956","mcgrifr01","1B"
"13957","mcgrima01","3B"
"13958","mcgrite01","C"
"13959","mcgucjo01","OF"
"13960","mcgui01","P"
"13961","mcguibi01","C"
"13962","mcguich01","1B"
"13963","mcguide01","C"
"13964","mcguide02","P"
"13965","mcguiji01","SS"
"13966","mcguijo01","1B"
"13967","mcguimi01","SS"
"13968","mcguire01","C"
"13969","mcguiry01","1B"
"13970","mcguito01","P"
"13971","mcgunbi01","OF"
"13972","mcgwima01","1B"
"13973","mchalbo01","OF"
"13974","mchalji01","OF"
"13975","mchaljo01","1B"
"13976","mchalma01","P"
"13977","mchasjc01","1B"
"13978","mchenau01","OF"
"13979","mchenhe01","P"
"13980","mchenva01","SS"
"13981","mchugco01","P"
"13982","mcilrva01","P"
"13983","mcilvir01","OF"
"13984","mcilwst01","P"
"13985","mcinnst01","1B"
"13986","mcintb01","3B"
"13987","mcintfr01","P"
"13988","mcintha01","P"
"13989","mcintji01","3B"
"13990","mcintjo01","P"
"13991","mcintma01","OF"
"13992","mcintti01","C"
"13993","mcivoot01","OF"
"13994","mcjamdo01","P"
"13995","mckaiar01","P"
"13996","mckaiha01","P"
"13997","mckam01","SS"
"13998","mckaybr01","P"
"13999","mckayco01","C"
"14000","mckayda01","2B"
"14001","mckayda02","P"
"14002","mckayre01","P"
"14003","mckeaed01","SS"
"14004","mckecbi01","3B"
"14005","mckeefr01","OF"
"14006","mckeeji01","C"
"14007","mckeeji02","P"
"14008","mckeere01","C"
"14009","mckeero01","P"
"14010","mckeewa01","C"
"14011","mckeiti01","P"
"14012","mckelfr01","1B"
"14013","mckeljo01","OF"
"14014","mckelru01","OF"
"14015","mckened01","C"
"14016","mckenfr01","1B"
"14017","mckenki01","P"
"14018","mckenli01","P"
"14019","mckenmi01","C"
"14020","mckenpa01","OF"
"14021","mckenry01","OF"
"14022","mckentr01","P"
"14023","mckeoda01","C"
"14024","mckeojo01","P"
"14025","mckeola01","P"
"14026","mckin01","SS"
"14027","mckinal01","1B"
"14028","mckinbi01","OF"
"14029","mckinbo01","2B"
"14030","mckingr01","P"
"14031","mckinri01","3B"
"14032","mckinza01","3B"
"14033","mckiran01","P"
"14034","mcknije01","1B"
"14035","mckniji01","3B"
"14036","mcknito01","P"
"14037","mclaide01","P"
"14038","mclaima01","2B"
"14039","mclaned01","OF"
"14040","mclarar01","SS"
"14041","mclarpo01","2B"
"14042","mclauba01","SS"
"14043","mclaubo01","P"
"14044","mclauby01","P"
"14045","mclaufe01","OF"
"14046","mclaufr01","SS"
"14047","mclauhe01","OF"
"14048","mclauja01","SS"
"14049","mclauja02","C"
"14050","mclauji01","OF"
"14051","mclauji02","3B"
"14052","mclaujo01","P"
"14053","mclauju01","P"
"14054","mclauki01","OF"
"14055","mclaupa01","P"
"14056","mclaura01","OF"
"14057","mclauto01","SS"
"14058","mclauwa01","P"
"14059","mcleaal01","P"
"14060","mcleala01","C"
"14061","mcleama01","P"
"14062","mcleano01","P"
"14063","mclelwa01","P"
"14064","mclem01","P"
"14065","mclemma01","2B"
"14066","mclemma02","P"
"14067","mcleoji01","3B"
"14068","mcleora01","OF"
"14069","mclisca01","P"
"14070","mclouna01","OF"
"14071","mcmacsa01","P"
"14072","mcmahdo01","P"
"14073","mcmahdo02","P"
"14074","mcmahja01","1B"
"14075","mcmahja02","P"
"14076","mcmahry01","3B"
"14077","mcmahsa01","P"
"14078","mcmakjo01","P"
"14079","mcmanfr01","C"
"14080","mcmanji01","1B"
"14081","mcmanjo01","P"
"14082","mcmanma01","2B"
"14083","mcmanpa01","P"
"14084","mcmatji01","OF"
"14085","mcmeawi01","P"
"14086","mcmicgr01","P"
"14087","mcmilbi01","OF"
"14088","mcmilge01","OF"
"14089","mcmiljo01","P"
"14090","mcmilno01","3B"
"14091","mcmilro01","SS"
"14092","mcmilto01","SS"
"14093","mcmilto02","SS"
"14094","mcmulcl01","OF"
"14095","mcmulfr01","3B"
"14096","mcmulge01","P"
"14097","mcmulhu01","C"
"14098","mcmuljo01","OF"
"14099","mcmulke01","3B"
"14100","mcmurcr01","P"
"14101","mcmurwi01","C"
"14102","mcnabed01","P"
"14103","mcnaier01","SS"
"14104","mcnaihu01","OF"
"14105","mcnalda01","P"
"14106","mcnalmi01","2B"
"14107","mcnambo01","3B"
"14108","mcnamdi01","OF"
"14109","mcnamge01","OF"
"14110","mcnamji01","C"
"14111","mcnamti01","P"
"14112","mcnaugo01","P"
"14113","mcneaal01","C"
"14114","mcneacl01","SS"
"14115","mcneaha01","P"
"14116","mcneare01","OF"
"14117","mcnearu01","OF"
"14118","mcneeea01","OF"
"14119","mcneeje01","OF"
"14120","mcneewi01","OF"
"14121","mcneije01","2B"
"14122","mcneino01","C"
"14123","mcnerje01","C"
"14124","mcnicbr01","P"
"14125","mcniced01","P"
"14126","mcnulbi01","OF"
"14127","mcnulpa01","OF"
"14128","mcparfr01","P"
"14129","mcphebi01","2B"
"14130","mcpheda01","3B"
"14131","mcphejo01","P"
"14132","mcpheky01","P"
"14133","mcquahe01","P"
"14134","mcquaje01","OF"
"14135","mcquama01","2B"
"14136","mcquejo01","OF"
"14137","mcquemi01","P"
"14138","mcquemo01","1B"
"14139","mcquepe01","OF"
"14140","mcquige01","P"
"14141","mcquige02","1B"
"14142","mcquigl01","OF"
"14143","mcquihu01","P"
"14144","mcraeal01","P"
"14145","mcraebr01","OF"
"14146","mcraeha01","OF"
"14147","mcraeno01","P"
"14148","mcrem01","OF"
"14149","mcreyke01","OF"
"14150","mcshape01","3B"
"14151","mcsortr01","1B"
"14152","mcswepa01","2B"
"14153","mctamji01","OF"
"14154","mctigbi01","P"
"14155","mcveyca01","1B"
"14156","mcveyge01","1B"
"14157","mcweedo01","P"
"14158","mcwilla01","P"
"14159","meachbo01","SS"
"14160","meachru01","P"
"14161","meadch01","OF"
"14162","meadcu01","3B"
"14163","meadech01","3B"
"14164","meadoau01","OF"
"14165","meadobr01","P"
"14166","meadojo01","P"
"14167","meadole01","P"
"14168","meadolo01","OF"
"14169","meadopa01","OF"
"14170","meadoru01","P"
"14171","meadsda01","P"
"14172","meakige01","P"
"14173","meanepa01","SS"
"14174","meansjo01","P"
"14175","meansle01","C"
"14176","meansto01","OF"
"14177","mearach01","OF"
"14178","mearepa01","SS"
"14179","mearsch01","P"
"14180","mearsni01","P"
"14181","mechegi01","P"
"14182","mecirji01","P"
"14183","mecklwa01","OF"
"14184","meddebr01","P"
"14185","mederli01","OF"
"14186","medervi01","P"
"14187","medicdo01","P"
"14188","medicto01","1B"
"14189","medinad01","P"
"14190","medinla01","P"
"14191","medinlu01","1B"
"14192","medinlu02","P"
"14193","medinpe01","P"
"14194","medinra01","P"
"14195","medinyo01","P"
"14196","medleca01","P"
"14197","medlekr01","P"
"14198","medliir01","P"
"14199","medvisc01","P"
"14200","medwijo01","OF"
"14201","meegape01","P"
"14202","meehabi01","P"
"14203","meekda01","C"
"14204","meekeja01","P"
"14205","meekero01","P"
"14206","meekev01","P"
"14207","meekijo01","P"
"14208","meekssa01","SS"
"14209","meeleph01","P"
"14210","meersru01","P"
"14211","meeto01","SS"
"14212","megiltr01","P"
"14213","megilty01","P"
"14214","meidrch01","SS"
"14215","meierda01","OF"
"14216","meierdu01","OF"
"14217","meinehe01","P"
"14218","meinewa01","OF"
"14219","meinkbo01","SS"
"14220","meinkfr01","SS"
"14221","meisiry01","P"
"14222","meistge01","3B"
"14223","meistjo01","2B"
"14224","meistka01","OF"
"14225","meixemo01","OF"
"14226","mejiaad01","P"
"14227","mejiaal01","3B"
"14228","mejiaer01","OF"
"14229","mejiafr01","C"
"14230","mejiahu01","P"
"14231","mejiaje01","P"
"14232","mejiaje02","P"
"14233","mejiaju01","P"
"14234","mejiami01","OF"
"14235","mejiaro01","OF"
"14236","mejiaro02","2B"
"14237","mejiasa01","OF"
"14238","mejiase01","1B"
"14239","melanma01","P"
"14240","meledu01","OF"
"14241","melenfr01","1B"
"14242","melenjo01","P"
"14243","melenlu01","OF"
"14244","melenmj01","OF"
"14245","melesa01","OF"
"14246","melhuad01","C"
"14247","melilsk01","2B"
"14248","mellajo01","3B"
"14249","mellake01","P"
"14250","mellile01","P"
"14251","mellobi01","1B"
"14252","meloajo01","P"
"14253","meloapa01","OF"
"14254","meloju01","2B"
"14255","meltest01","P"
"14256","melto01","P"
"14257","meltoba01","OF"
"14258","meltobi01","3B"
"14259","meltocl01","P"
"14260","meltoda01","OF"
"14261","meltoja01","OF"
"14262","meltoru01","P"
"14263","meltotr01","P"
"14264","melusmi01","C"
"14265","melvibo01","C"
"14266","melviti01","P"
"14267","menacr01","P"
"14268","menchke01","OF"
"14269","mendead01","P"
"14270","mendeca01","1B"
"14271","mendedo01","SS"
"14272","mendejo99","P"
"14273","mendero01","P"
"14274","mendeyo01","P"
"14275","mendida01","2B"
"14276","mendoca01","OF"
"14277","mendolu01","P"
"14278","mendoma01","SS"
"14279","mendomi01","3B"
"14280","mendomi02","P"
"14281","mendora01","P"
"14282","menecfr01","2B"
"14283","menefjo01","P"
"14284","menento01","P"
"14285","menesjo01","1B"
"14286","menezco01","P"
"14287","mengdda01","P"
"14288","menhapa01","P"
"14289","menkede01","SS"
"14290","menosmi01","OF"
"14291","mensoed01","OF"
"14292","menzete01","OF"
"14293","meolami01","P"
"14294","meoliru01","SS"
"14295","mercahe01","P"
"14296","mercami01","P"
"14297","mercaor01","C"
"14298","mercaos01","OF"
"14299","mercehe01","C"
"14300","merceja01","P"
"14301","mercejo01","1B"
"14302","mercejo02","P"
"14303","mercejo03","SS"
"14304","mercelu01","OF"
"14305","mercema01","P"
"14306","merceme01","P"
"14307","merceor01","OF"
"14308","mercewi01","P"
"14309","merceye01","OF"
"14310","merchan01","C"
"14311","merchhe01","OF"
"14312","merckke01","P"
"14313","meredcl01","P"
"14314","meredge01","2B"
"14315","merensp01","P"
"14316","meridro01","P"
"14317","merklfr01","1B"
"14318","merlolo01","2B"
"14319","merrial01","P"
"14320","merribi01","C"
"14321","merribi02","P"
"14322","merribr01","P"
"14323","merrich01","2B"
"14324","merried01","2B"
"14325","merrige01","OF"
"14326","merrihe01","SS"
"14327","merrija01","OF"
"14328","merriji01","P"
"14329","merrijo01","OF"
"14330","merrijo02","3B"
"14331","merrill01","OF"
"14332","merrill02","P"
"14333","merriry01","P"
"14334","merriwh01","2B"
"14335","merryju01","P"
"14336","mersoja01","2B"
"14337","mertesa01","OF"
"14338","mertzji01","P"
"14339","merulle01","SS"
"14340","merulma01","C"
"14341","mervima01","1B"
"14342","mesaan01","OF"
"14343","mesajo01","P"
"14344","mesame01","OF"
"14345","mesapa01","OF"
"14346","mesavi01","OF"
"14347","mesnest01","3B"
"14348","mesorde01","C"
"14349","messean01","P"
"14350","messebo01","OF"
"14351","messebu01","P"
"14352","messera01","P"
"14353","messipa01","P"
"14354","messito01","C"
"14355","metcaal01","3B"
"14356","metcami01","OF"
"14357","metcato01","P"
"14358","metcatr01","3B"
"14359","methasc01","2B"
"14360","methebu01","OF"
"14361","metivde01","P"
"14362","metkoca01","OF"
"14363","metroch01","OF"
"14364","metzgbu01","P"
"14365","metzgro01","SS"
"14366","metziwi01","2B"
"14367","metzlal01","OF"
"14368","metzle01","SS"
"14369","meulehe01","OF"
"14370","meusebo01","OF"
"14371","meuseir01","OF"
"14372","mexio01","OF"
"14373","meyeral01","P"
"14374","meyerbe01","OF"
"14375","meyerbe02","P"
"14376","meyerbi01","C"
"14377","meyerbo01","P"
"14378","meyerbr01","P"
"14379","meyerch01","C"
"14380","meyerch02","2B"
"14381","meyerda01","1B"
"14382","meyerda02","P"
"14383","meyerde01","P"
"14384","meyerdr01","2B"
"14385","meyerdu01","2B"
"14386","meyerge01","2B"
"14387","meyerhe01","3B"
"14388","meyerja01","P"
"14389","meyerja02","OF"
"14390","meyerjo01","1B"
"14391","meyerle01","3B"
"14392","meyerle02","SS"
"14393","meyerlo01","C"
"14394","meyerma01","P"
"14395","meyerru01","P"
"14396","meyersc01","C"
"14397","meylu01","P"
"14398","miadiba01","P"
"14399","micelda01","P"
"14400","micelmi01","SS"
"14401","michaca01","2B"
"14402","michach01","P"
"14403","michage01","SS"
"14404","michaja01","OF"
"14405","michajo01","P"
"14406","michajo02","P"
"14407","michara01","3B"
"14408","mickeed01","1B"
"14409","mickegl01","P"
"14410","mickeja01","SS"
"14411","mickejo01","P"
"14412","mickoka01","P"
"14413","middlja01","P"
"14414","middlji01","P"
"14415","middljo01","P"
"14416","middlke01","P"
"14417","middlwi01","3B"
"14418","midkidi01","P"
"14419","midkiez01","3B"
"14420","mielkga01","P"
"14421","mientdo01","1B"
"14422","mierked01","OF"
"14423","mieskma01","OF"
"14424","miggila01","OF"
"14425","mihaljo01","2B"
"14426","mijarjo01","P"
"14427","mikkepe01","P"
"14428","mikloha01","P"
"14429","mikolmi01","P"
"14430","miksied01","2B"
"14431","milacbo01","P"
"14432","milancl01","OF"
"14433","milanho01","OF"
"14434","milbola01","2B"
"14435","milchmi01","P"
"14436","milesaa01","2B"
"14437","milesca01","P"
"14438","milesde01","OF"
"14439","milesdo01","OF"
"14440","milesji01","P"
"14441","milesji02","OF"
"14442","milesjo01","OF"
"14443","mileswi01","OF"
"14444","milesze01","OF"
"14445","mileymi01","SS"
"14446","mileywa01","P"
"14447","militsa01","P"
"14448","miljujo01","P"
"14449","milladr01","C"
"14450","millafe01","2B"
"14451","millafr01","2B"
"14452","millake01","1B"
"14453","mille01","C"
"14454","mille02","P"
"14455","millea01","OF"
"14456","millean01","P"
"14457","millebe01","P"
"14458","millebi01","OF"
"14459","millebi02","OF"
"14460","millebi03","P"
"14461","millebi04","P"
"14462","millebo01","P"
"14463","millebo02","P"
"14464","millebo03","P"
"14465","millebo04","P"
"14466","millebo05","P"
"14467","millebo06","2B"
"14468","millebr01","3B"
"14469","millebr02","SS"
"14470","millebr03","OF"
"14471","millebr04","P"
"14472","millebu01","3B"
"14473","millebu02","P"
"14474","milleca01","P"
"14475","millech01","SS"
"14476","millech02","OF"
"14477","millecl01","P"
"14478","milleco01","C"
"14479","millecy01","P"
"14480","milleda01","C"
"14481","milleda02","C"
"14482","milledo01","C"
"14483","milledo02","1B"
"14484","milledo03","OF"
"14485","milledu01","OF"
"14486","milledu02","OF"
"14487","milledy01","P"
"14488","milleed01","OF"
"14489","milleed02","1B"
"14490","milleed03","SS"
"14491","milleed04","OF"
"14492","milleel01","OF"
"14493","milleel02","P"
"14494","milleer01","P"
"14495","millefl01","2B"
"14496","millefr01","P"
"14497","millefr02","P"
"14498","millefr03","SS"
"14499","millege01","C"
"14500","milleha01","OF"
"14501","milleha02","C"
"14502","millehe01","P"
"14503","millehu01","1B"
"14504","millehu02","P"
"14505","milleia01","OF"
"14506","millej01","OF"
"14507","milleja01","OF"
"14508","milleja02","P"
"14509","milleja03","P"
"14510","milleja04","OF"
"14511","milleja05","P"
"14512","milleji01","2B"
"14513","milleji02","P"
"14514","millejo01","2B"
"14515","millejo02","SS"
"14516","millejo03","P"
"14517","millejo04","OF"
"14518","millejo05","SS"
"14519","milleju01","P"
"14520","milleju02","P"
"14521","milleke01","2B"
"14522","milleke02","OF"
"14523","milleko01","2B"
"14524","milleku01","P"
"14525","millela01","P"
"14526","millela02","OF"
"14527","millele01","OF"
"14528","millelo01","3B"
"14529","millema01","P"
"14530","millema02","P"
"14531","millema03","P"
"14532","millemi01","2B"
"14533","millene01","1B"
"14534","milleno01","OF"
"14535","milleor01","SS"
"14536","milleot01","C"
"14537","milleot02","3B"
"14538","milleow01","1B"
"14539","milleox01","P"
"14540","millepa01","P"
"14541","millepe01","P"
"14542","millera01","P"
"14543","millera02","1B"
"14544","millera03","3B"
"14545","millera04","P"
"14546","millera05","P"
"14547","millere01","P"
"14548","milleri01","OF"
"14549","millero01","P"
"14550","millero02","P"
"14551","millero04","P"
"14552","milleru01","P"
"14553","milleru02","3B"
"14554","millery01","P"
"14555","millesh01","P"
"14556","millest01","P"
"14557","milleto01","C"
"14558","milletr01","P"
"14559","milletr02","P"
"14560","millety01","P"
"14561","millewa01","OF"
"14562","millewa02","OF"
"14563","millewa03","P"
"14564","millewa04","P"
"14565","millewa05","P"
"14566","millewh01","P"
"14567","millh01","OF"
"14568","millibi01","P"
"14569","millibo01","P"
"14570","millieu01","OF"
"14571","millijo01","C"
"14572","millijo02","P"
"14573","millira01","1B"
"14574","millira02","2B"
"14575","milliwa01","C"
"14576","milloha01","2B"
"14577","millsal01","P"
"14578","millsal02","P"
"14579","millsar01","P"
"14580","millsbi01","C"
"14581","millsbr01","3B"
"14582","millsbr02","P"
"14583","millsbu01","OF"
"14584","millsch01","C"
"14585","millsdi01","P"
"14586","millsev01","1B"
"14587","millsfr01","C"
"14588","millsja01","3B"
"14589","millsle01","P"
"14590","millsru01","1B"
"14591","millswi01","P"
"14592","millswy01","P"
"14593","millwke01","P"
"14594","milnaal01","P"
"14595","milnebr01","C"
"14596","milneed01","OF"
"14597","milneho01","P"
"14598","milnejo01","1B"
"14599","milnepe01","OF"
"14600","milonto01","P"
"14601","milosmi01","SS"
"14602","milstge01","P"
"14603","miltoar01","1B"
"14604","miltoc01","PH"
"14605","miltoer01","P"
"14606","miltohe01","OF"
"14607","miltola01","P"
"14608","mimbsmi01","P"
"14609","minahco01","P"
"14610","minarru01","P"
"14611","minayju01","P"
"14612","minchdo01","1B"
"14613","minched01","OF"
"14614","minchna01","P"
"14615","mincypu01","P"
"14616","minerra01","P"
"14617","minerza01","P"
"14618","minetcr01","P"
"14619","mingost01","P"
"14620","minneda01","3B"
"14621","minnepa01","P"
"14622","minnido01","P"
"14623","minorbl01","P"
"14624","minorda01","1B"
"14625","minorge01","OF"
"14626","minormi01","P"
"14627","minorry01","3B"
"14628","minosmi01","OF"
"14629","minshji01","P"
"14630","minteaj01","P"
"14631","mintogr01","P"
"14632","mintzst01","P"
"14633","minutgi01","P"
"14634","miraban01","2B"
"14635","mirabdo01","C"
"14636","mirabju01","P"
"14637","mirabpa01","P"
"14638","miranan01","P"
"14639","miranar01","P"
"14640","miranjo01","3B"
"14641","miranju01","1B"
"14642","miranwi01","SS"
"14643","mirope01","2B"
"14644","mischpa01","P"
"14645","misiean01","P"
"14646","misioja01","P"
"14647","misneka01","OF"
"14648","missejo01","2B"
"14649","missoji01","P"
"14650","misurmi01","P"
"14651","mitch01","C"
"14652","mitchal01","P"
"14653","mitchar01","P"
"14654","mitchbo01","P"
"14655","mitchbo02","OF"
"14656","mitchbo03","OF"
"14657","mitchbo04","P"
"14658","mitchbr01","P"
"14659","mitchbu01","OF"
"14660","mitchca01","OF"
"14661","mitchch01","P"
"14662","mitchcl01","P"
"14663","mitchcl02","1B"
"14664","mitchcr01","P"
"14665","mitchda01","OF"
"14666","mitchdj01","P"
"14667","mitchfr01","P"
"14668","mitchga01","OF"
"14669","mitchge01","P"
"14670","mitchjo01","SS"
"14671","mitchjo02","P"
"14672","mitchjo03","OF"
"14673","mitchke01","OF"
"14674","mitchke02","OF"
"14675","mitchla01","P"
"14676","mitchmi01","OF"
"14677","mitchmo01","P"
"14678","mitchot01","2B"
"14679","mitchpa01","P"
"14680","mitchro01","P"
"14681","mitchro02","C"
"14682","mitchru01","3B"
"14683","mitchte01","P"
"14684","mitchwi01","P"
"14685","mitrese01","P"
"14686","mittege01","C"
"14687","mittera01","OF"
"14688","mizeca01","P"
"14689","mizejo01","1B"
"14690","mizelvi01","P"
"14691","mizerjo01","C"
"14692","mlickda01","P"
"14693","mlodzca01","P"
"14694","mmahake01","P"
"14695","moateda01","OF"
"14696","mockga01","P"
"14697","modakmi01","P"
