playerID,G,AB,R,H,X2B,X3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,PA,BA,OBP,SLG
aardsda01,331,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0
aaronha01,3298,12364,2174,3771,624,98,755,2297,240,73,1402,1383,293,32,21,121,328,13940,0.304998382,0.37338594,0.554513103
aaronto01,437,944,102,216,42,6,13,94,9,8,86,145,3,0,9,6,36,1045,0.228813559,0.288995215,0.327330508
aasedo01,448,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0
abadan01,15,21,1,2,0,0,0,0,0,1,4,5,0,0,0,0,1,25,0.095238095,0.24,0.095238095
abadfe01,406,9,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,9,0.111111111,0.111111111,0.111111111
abadijo01,12,49,4,11,0,0,0,5,1,0,0,3,0,0,0,0,0,49,0.224489796,0.224489796,0.224489796
abbated01,855,3044,355,772,99,43,11,324,142,0,289,283,0,33,93,0,0,3459,0.253613666,0.31627638,0.325229961
abbeybe01,79,225,21,38,3,3,0,17,3,0,21,54,0,0,6,0,0,252,0.168888889,0.234126984,0.208888889
abbeych01,452,1756,307,493,67,46,19,280,93,0,167,122,0,23,19,0,0,1965,0.280751708,0.347582697,0.403758542
abbotan01,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
abbotco01,46,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.333333333,0.333333333,0.333333333
abbotda01,3,7,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,7,0.142857143,0.142857143,0.428571429
abbotfr01,160,513,48,107,21,6,1,49,14,0,19,75,0,8,20,0,0,560,0.208576998,0.239285714,0.278752437
abbotgl01,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
abbotje01,233,596,82,157,33,2,18,83,6,5,38,91,2,3,5,7,12,649,0.263422819,0.305084746,0.416107383
abbotji01,263,21,0,2,0,0,0,3,0,0,0,10,0,0,3,0,0,24,0.095238095,0.083333333,0.095238095
abbotji02,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
abbotku01,702,2044,273,523,109,23,62,242,22,11,133,571,11,17,21,12,37,2227,0.255870841,0.302200269,0.422700587
abbotky01,57,31,2,3,1,0,0,2,0,0,1,19,0,0,6,0,0,38,0.096774194,0.105263158,0.129032258
abbotod01,22,70,2,13,2,1,0,6,3,0,6,20,0,0,6,0,0,82,0.185714286,0.231707317,0.242857143
abbotpa01,162,20,2,5,1,0,0,2,0,0,0,6,0,0,5,0,0,25,0.25,0.2,0.3
abelmi01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
aberal01,168,100,5,14,0,0,0,6,0,0,8,41,0,0,8,1,2,117,0.14,0.188034188,0.14
abercda01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
abercre01,180,386,65,86,20,2,9,34,18,8,21,123,2,7,5,2,3,421,0.222797927,0.270783848,0.35492228
abernbi01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
abernbr01,232,868,97,212,36,5,8,79,21,7,60,93,1,7,16,4,15,955,0.244239631,0.292146597,0.324884793
abernro01,32,115,15,30,3,0,0,14,1,0,12,0,0,2,1,0,0,130,0.260869565,0.338461538,0.286956522
abernte01,7,5,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,6,0.2,0.333333333,0.2
abernte02,681,181,12,25,3,0,0,9,0,0,6,74,0,2,15,0,4,204,0.138121547,0.161764706,0.154696133
abernwo01,16,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0
aberscl01,63,179,25,45,7,3,5,26,0,0,25,44,0,0,0,0,6,204,0.251396648,0.343137255,0.407821229
ablesha01,14,26,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,26,0,0,0
abnerph01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
abnersh01,392,840,89,191,39,4,11,71,6,8,43,153,10,7,5,7,14,902,0.227380952,0.267184035,0.322619048
abramca01,567,1611,257,433,64,19,32,138,12,18,304,290,2,7,16,4,22,1942,0.268777157,0.383110196,0.391682185
abramcj01,523,1968,287,490,104,19,59,210,116,23,114,421,6,52,7,12,21,2153,0.24898374,0.304691129,0.411077236
abramge01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
abregjo01,6,9,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,9,0,0,0
abreual01,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
abreubo01,2425,8480,1453,2470,574,59,288,1363,400,128,1476,1840,115,33,7,85,165,10081,0.291273585,0.394702906,0.474764151
abreubr01,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
abreueu01,284,992,108,242,37,13,2,89,17,0,75,2,0,7,34,0,0,1108,0.243951613,0.292418773,0.313508065
abreujo01,9,28,4,6,1,0,1,3,0,0,4,4,0,0,0,0,1,32,0.214285714,0.3125,0.357142857
abreujo02,1446,5607,769,1587,328,17,263,960,11,6,432,1246,57,125,0,56,187,6220,0.283039058,0.344694534,0.488318174
abreuju01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
abreuto01,224,579,61,147,39,6,6,60,2,4,22,116,2,5,1,8,20,615,0.25388601,0.282926829,0.373056995
abreuwi01,38,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
abreuwi02,275,848,122,217,56,2,39,141,17,7,89,249,5,3,1,8,15,949,0.255896226,0.325605901,0.464622642
abstebi01,170,619,54,150,22,10,1,76,21,0,29,75,0,4,29,0,0,681,0.242326333,0.268722467,0.315024233
accarje01,262,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0.142857143,0.142857143,0.142857143
acea01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
aceveal01,204,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
acevedo01,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
acevejo01,104,101,2,8,2,0,0,4,0,0,5,61,0,1,12,1,2,120,0.079207921,0.116666667,0.099009901
aceveju01,367,65,4,6,2,0,0,0,0,0,3,33,0,0,6,0,2,74,0.092307692,0.121621622,0.123076923
achteaj01,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
ackerji01,467,54,2,9,1,0,0,1,0,0,2,32,0,0,0,0,1,56,0.166666667,0.196428571,0.185185185
ackerto01,153,77,10,5,0,0,0,2,0,0,12,46,0,1,6,0,1,96,0.064935065,0.1875,0.064935065
ackledu01,635,2125,261,512,94,18,46,216,31,12,194,419,10,5,11,12,25,2347,0.240941176,0.302939923,0.367058824
acklefr01,5,6,0,2,1,0,0,1,0,0,1,4,0,0,0,0,0,7,0.333333333,0.428571429,0.5
acostcy01,107,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0
acosted01,57,29,1,1,0,0,0,0,0,0,1,15,0,0,0,0,0,30,0.034482759,0.066666667,0.034482759
acostjo01,55,60,4,9,1,0,0,1,1,0,11,22,0,0,3,0,0,74,0.15,0.27027027,0.166666667
acostma01,233,6,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,7,0,0.142857143,0
acostma02,19,54,7,11,1,0,3,5,1,2,6,17,0,1,0,0,0,61,0.203703704,0.295081967,0.388888889
acostme01,180,436,56,111,9,7,0,37,17,8,63,46,0,4,19,0,0,522,0.254587156,0.340996169,0.30733945
acrema01,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
actonga01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
acunalu01,109,214,36,53,9,1,3,14,16,2,14,43,0,2,2,1,7,233,0.247663551,0.296137339,0.341121495
acunaro01,816,3156,655,913,157,13,186,459,205,50,439,821,21,53,0,15,47,3663,0.289290241,0.383565384,0.524081115
adairje01,1165,4019,378,1022,163,19,57,366,29,29,208,499,31,17,41,30,149,4315,0.254292112,0.288991889,0.346852451
adairji01,18,76,9,21,3,1,0,3,1,0,1,8,0,0,2,0,0,79,0.276315789,0.278481013,0.342105263
adamecr01,176,328,32,70,9,4,2,22,2,4,30,77,1,5,4,0,6,367,0.213414634,0.286103542,0.283536585
adamewi01,1040,3818,561,933,194,7,180,559,63,26,428,1161,14,17,4,26,72,4293,0.244368779,0.320987654,0.440282871
adamja01,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
adams01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
adamsac01,302,99,9,12,0,0,0,2,0,0,6,14,0,0,8,0,2,113,0.121212121,0.159292035,0.121212121
adamsau01,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
adamsau02,188,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
adamsba01,482,1019,79,216,31,15,3,75,1,1,53,194,0,1,35,0,0,1108,0.211972522,0.24368231,0.280667321
adamsbe01,267,678,37,137,17,4,2,45,9,1,23,98,0,1,23,0,0,725,0.202064897,0.222068966,0.247787611
adamsbo01,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.333333333,0.333333333,0.333333333
adamsbo02,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
adamsbo03,1281,4019,591,1082,188,49,37,303,67,30,414,447,1,17,78,5,62,4533,0.269221199,0.333774542,0.368001991
adamsbo04,15,24,2,6,1,0,2,2,0,0,0,5,0,0,0,0,0,24,0.25,0.25,0.541666667
adamsbu01,576,2003,282,532,96,12,50,249,12,0,234,281,0,13,42,0,35,2292,0.265601598,0.339877836,0.400399401
adamsch01,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
adamsda01,47,55,1,8,0,0,1,3,0,0,3,18,0,0,1,0,0,59,0.145454545,0.186440678,0.2
adamsda02,43,140,10,27,5,1,2,13,0,0,9,43,0,2,1,0,4,152,0.192857143,0.25,0.285714286
adamsdi01,37,89,9,18,2,3,2,11,0,0,2,18,0,0,2,0,0,93,0.202247191,0.215053763,0.359550562
adamsdo01,8,14,1,3,0,0,0,1,0,0,1,3,0,0,0,0,1,15,0.214285714,0.266666667,0.214285714
adamsem01,152,342,47,118,16,5,0,42,4,0,16,8,0,0,7,0,0,365,0.34502924,0.367123288,0.421052632
adamsge01,4,13,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,14,0.230769231,0.285714286,0.230769231
adamsgl01,661,1617,152,452,79,5,34,225,6,10,111,183,8,4,9,19,47,1760,0.279529994,0.322159091,0.397649969
adamshe01,95,337,39,88,8,6,0,18,4,2,22,24,0,2,3,0,5,364,0.261127596,0.307692308,0.320474777
adamsji01,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.25,0.25,0.25
adamsjo01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
adamsjo02,44,10,0,3,1,0,0,1,0,0,0,0,0,0,1,0,1,11,0.3,0.272727273,0.4
adamsjo03,38,79,6,13,0,0,1,5,3,2,3,30,0,0,0,1,1,83,0.164556962,0.192771084,0.202531646
adamska01,30,32,0,1,0,0,0,0,0,0,0,16,0,0,1,0,0,33,0.03125,0.03030303,0.03125
adamsla01,117,137,30,36,5,1,7,26,11,0,14,47,0,1,1,1,4,154,0.262773723,0.331168831,0.467153285
adamsma01,856,2421,297,624,130,6,118,399,4,4,165,643,17,12,0,16,49,2614,0.257744734,0.306426932,0.462618753
adamsmi01,11,6,1,2,0,1,0,1,0,0,0,4,0,0,1,0,0,7,0.333333333,0.285714286,0.666666667
adamsmi02,100,118,27,23,5,0,3,9,2,1,32,29,0,2,0,0,2,152,0.194915254,0.375,0.313559322
adamsmi03,410,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
adamspa01,5,21,6,7,0,2,0,5,1,0,0,0,0,0,0,0,0,21,0.333333333,0.333333333,0.523809524
adamsre01,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
adamsri01,11,23,1,4,0,0,0,0,0,0,4,5,0,0,0,0,0,27,0.173913043,0.296296296,0.173913043
adamsri02,120,247,35,53,5,1,4,16,3,2,10,37,3,5,7,0,5,269,0.214574899,0.252788104,0.291497976
adamsri03,263,763,74,161,38,4,21,73,2,1,66,276,1,16,1,3,19,849,0.211009174,0.286219081,0.353866317
adamsru01,286,884,125,218,46,7,17,113,15,5,85,118,2,5,8,11,14,993,0.246606335,0.310171198,0.372171946
adamsry01,29,89,9,25,4,0,0,7,0,0,6,25,0,1,0,0,7,96,0.280898876,0.333333333,0.325842697
adamssp01,1424,5557,844,1588,249,48,9,394,154,50,453,223,0,28,136,0,14,6174,0.285765701,0.335114998,0.352708296
adamssp02,180,395,61,101,16,5,0,38,5,10,38,50,0,2,12,0,0,447,0.255696203,0.315436242,0.321518987
adamste01,574,78,2,4,1,0,0,2,0,0,7,41,0,0,12,1,1,98,0.051282051,0.112244898,0.064102564
adamstr01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
adamswi01,65,88,4,9,1,1,0,2,0,0,3,27,0,0,1,0,0,92,0.102272727,0.130434783,0.136363636
adamswi02,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
adcocjo01,1959,6606,823,1832,295,35,336,1122,20,25,594,1059,55,17,52,35,223,7304,0.277323645,0.334474261,0.485165002
adcocna01,56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
adcocty01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
addisbo01,208,534,70,150,22,2,2,47,8,6,37,47,0,0,5,0,9,576,0.280898876,0.324652778,0.34082397
addiske01,15,51,4,9,0,0,0,3,3,0,3,0,0,0,0,0,0,54,0.176470588,0.222222222,0.176470588
addisto01,20,63,5,11,0,0,0,2,2,0,2,0,0,1,6,0,0,72,0.174603175,0.194444444,0.174603175
adducji01,70,144,11,34,8,1,1,15,0,1,2,27,0,0,1,3,1,150,0.236111111,0.24,0.326388889
adducji02,151,396,48,92,18,4,5,39,7,2,29,111,0,0,3,3,5,431,0.232323232,0.280742459,0.335858586
addybo01,274,1231,227,341,36,13,1,167,35,17,20,9,0,0,0,0,0,1251,0.277010561,0.288569145,0.32981316
adelljo01,459,1511,172,332,57,8,75,226,27,15,98,496,1,23,1,5,32,1638,0.219722038,0.276556777,0.416942422
adenhni01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
aderhmo01,106,262,36,70,7,3,3,32,3,1,19,29,0,0,0,0,1,281,0.267175573,0.316725979,0.351145038
adkinde01,38,22,2,5,1,0,1,3,0,0,0,10,0,0,1,0,0,23,0.227272727,0.217391304,0.409090909
adkindi01,3,7,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,9,0.142857143,0.333333333,0.142857143
adkindo01,6,12,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0.166666667,0.166666667,0.166666667
adkingr01,76,116,9,21,3,3,0,6,1,0,6,26,0,1,10,0,0,133,0.181034483,0.210526316,0.25862069
adkinhe01,1,5,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0.4,0.4,0.4
adkinjo01,119,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
adkinst01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
adlemti01,43,50,2,7,3,0,0,5,0,0,0,21,0,0,5,0,0,55,0.14,0.127272727,0.2
adlesda01,106,256,9,43,3,1,1,11,0,0,18,80,5,2,2,1,9,279,0.16796875,0.225806452,0.19921875
adonjo01,35,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
adriaeh01,625,1394,187,330,76,9,22,151,19,8,129,312,5,19,17,17,21,1576,0.236728838,0.303299492,0.351506456
afenitr01,45,79,4,15,2,2,0,7,0,0,5,32,0,0,1,1,1,86,0.189873418,0.23255814,0.265822785
affelje01,774,17,0,3,0,0,0,2,0,0,2,6,0,0,0,0,0,19,0.176470588,0.263157895,0.176470588
agbaybe01,383,1091,145,299,57,6,39,156,16,16,139,246,7,15,1,8,31,1254,0.274060495,0.361244019,0.444546288
ageeto01,1129,3912,558,999,170,27,130,433,167,81,342,918,26,34,21,15,99,4324,0.255368098,0.317992599,0.412321063
agganha01,157,517,65,135,23,9,11,67,8,3,57,67,0,0,7,6,9,587,0.261121857,0.327086882,0.404255319
aglerjo01,234,751,121,185,22,10,0,36,38,0,131,131,0,1,21,0,0,904,0.246338216,0.350663717,0.302263648
agnewsa01,563,1537,105,314,41,14,2,98,29,10,102,216,0,25,47,0,0,1711,0.204294079,0.257744009,0.253090436
agnosza01,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
agostju01,543,20,0,2,0,0,0,0,0,0,1,7,0,0,1,0,0,22,0.1,0.136363636,0.1
agrazda01,15,22,0,2,0,0,0,2,0,0,0,9,0,0,1,1,0,24,0.090909091,0.083333333,0.090909091
aguaylu01,568,1104,142,260,43,10,37,109,7,5,94,220,12,20,14,12,27,1244,0.235507246,0.300643087,0.393115942
aguiaju01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
aguilch01,149,230,26,53,13,2,3,16,2,2,16,61,1,0,2,0,3,248,0.230434783,0.278225806,0.343478261
aguilje01,795,2348,288,594,107,2,114,402,1,1,235,622,11,22,0,38,67,2643,0.252981261,0.321982596,0.445911414
aguilmi01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
aguilri01,737,139,12,28,3,0,3,11,0,0,6,37,0,0,16,0,1,161,0.201438849,0.211180124,0.287769784
aguilry01,7,22,2,3,1,0,0,2,0,0,2,14,0,1,0,1,0,26,0.136363636,0.230769231,0.181818182
aguirha01,447,388,14,33,7,1,0,21,1,0,14,236,0,0,24,1,4,427,0.085051546,0.110070258,0.108247423
ahearch01,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.25,0.25,0.25
ahearpa01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
ahmedni01,964,3116,365,726,160,25,72,339,44,23,227,681,14,15,16,27,72,3401,0.232991014,0.28462217,0.36970475
aikenwi01,774,2492,301,675,125,2,110,415,3,6,319,444,42,18,0,27,87,2856,0.270866774,0.354341737,0.45505618
aingeda01,211,665,57,146,19,4,2,37,12,5,37,128,2,4,12,3,16,721,0.219548872,0.259361997,0.269172932
ainsmed01,1078,3048,299,707,108,54,22,317,86,19,263,407,0,12,99,0,0,3422,0.231955381,0.286966686,0.324475066
ainswku01,30,28,1,2,1,0,0,0,0,0,0,8,0,0,5,0,0,33,0.071428571,0.060606061,0.107142857
aitchra01,34,59,4,10,0,0,0,2,0,0,9,17,0,0,3,0,0,71,0.169491525,0.267605634,0.169491525
aitonge01,10,17,1,4,0,0,0,1,0,1,4,5,0,0,0,0,0,21,0.235294118,0.380952381,0.235294118
akejo01,13,52,1,10,0,1,0,2,0,0,0,0,0,1,0,0,0,53,0.192307692,0.20754717,0.230769231
akerfda01,125,9,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0.111111111,0.111111111,0.111111111
akerja01,496,92,3,7,2,0,0,4,0,0,1,51,0,1,10,0,1,104,0.076086957,0.086538462,0.097826087
akersbi01,174,475,64,124,17,9,11,69,7,6,63,64,0,1,14,0,0,553,0.261052632,0.339963834,0.404210526
akersje01,5,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0.333333333,0.333333333,0.333333333
akinke01,231,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
akiyash01,142,317,32,71,14,1,0,21,9,6,39,74,1,6,1,1,2,364,0.223974763,0.318681319,0.27444795
alanirj01,15,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0.5,0.5,0.5
albagi01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
albaljo01,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
albanjo01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
alberan01,31,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,3,1,0.333333333,1
alberbu01,6,18,1,5,1,0,0,0,0,0,0,2,0,0,0,0,0,18,0.277777778,0.277777778,0.333333333
albercy01,4,7,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,10,0,0.2,0
albergu01,120,426,62,84,10,6,1,50,27,0,52,61,0,9,0,0,0,487,0.197183099,0.297741273,0.255868545
alberha01,488,1404,160,378,75,8,22,137,12,7,36,182,1,12,17,8,27,1477,0.269230769,0.288422478,0.381054131
alberjo01,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
alberjo02,4,12,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0.25,0.307692308,0.25
alberma01,616,35,1,3,1,0,0,0,0,0,0,21,0,0,3,0,0,38,0.085714286,0.078947368,0.114285714
albieoz01,1028,4088,623,1086,235,33,157,582,98,23,307,735,12,35,2,37,42,4469,0.265655577,0.319534571,0.454500978
albosed01,19,12,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,12,0.083333333,0.083333333,0.083333333
albreed01,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,0.25,0
albrial01,13,10,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,12,0.2,0.333333333,0.3
albrija01,41,99,9,23,4,0,2,5,1,0,10,11,0,0,3,0,2,112,0.232323232,0.294642857,0.333333333
albrith01,14,20,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,23,0.1,0.173913043,0.1
albural01,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
alburvi01,102,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
alcaljo01,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
alcalsa01,68,71,6,8,1,0,1,4,0,0,2,41,0,0,7,0,0,80,0.112676056,0.125,0.169014085
alcanar01,167,428,51,81,15,3,11,39,14,8,24,150,0,2,3,2,6,459,0.189252336,0.233115468,0.315420561
alcanis01,51,115,15,31,3,0,6,15,1,1,6,26,0,0,0,0,3,121,0.269565217,0.305785124,0.452173913
alcanke01,13,21,3,5,0,0,0,1,1,0,1,5,0,0,0,0,0,22,0.238095238,0.272727273,0.238095238
alcanra01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
alcansa01,177,128,2,7,2,0,0,4,0,0,5,99,0,2,5,0,0,140,0.0546875,0.1,0.0703125
alcanse01,193,450,58,93,14,5,12,47,4,2,44,137,2,3,3,6,9,506,0.206666667,0.276679842,0.34
alcanvi01,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
alcarlu01,115,365,30,70,9,2,4,29,2,2,21,58,2,0,2,2,7,390,0.191780822,0.233333333,0.260273973
alcocsc01,54,156,12,27,4,2,0,7,4,2,7,14,0,1,5,0,0,169,0.173076923,0.207100592,0.224358974
aldegsa01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
alderda01,16,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0
aldremi01,930,2147,277,565,104,9,41,271,19,18,314,381,29,5,14,18,43,2498,0.263157895,0.353883106,0.37727061
aldresc01,229,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
aldrico01,13,18,1,1,0,1,0,1,0,0,0,9,0,0,0,0,0,18,0.055555556,0.055555556,0.166666667
aldrija01,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
aldrivi01,248,581,46,133,14,4,2,60,2,0,10,41,0,0,32,0,0,623,0.228915663,0.22953451,0.277108434
alenoch01,118,320,34,67,11,3,2,34,3,0,31,35,0,1,4,0,7,356,0.209375,0.278089888,0.28125
alexabl01,135,396,50,94,19,1,10,49,7,7,37,135,0,13,4,1,6,451,0.237373737,0.319290466,0.366161616
alexabo01,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
alexabu01,77,128,13,21,4,2,0,8,0,0,6,0,0,0,6,0,0,140,0.1640625,0.192857143,0.2265625
alexach01,159,541,72,142,21,8,1,42,18,0,22,3,0,6,23,0,0,592,0.262476895,0.287162162,0.336414048
alexacj01,10,25,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,25,0.16,0.16,0.16
alexada01,662,2450,369,811,164,30,61,459,20,28,248,197,0,6,32,0,0,2736,0.331020408,0.389254386,0.497142857
alexado01,562,265,19,44,8,0,0,17,0,0,9,77,0,1,23,2,7,300,0.166037736,0.18,0.196226415
alexaga01,432,1276,169,293,45,11,55,202,8,12,154,381,12,5,4,19,34,1458,0.229623824,0.310013717,0.411442006
alexage01,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
alexahu01,7,11,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,11,0.090909091,0.090909091,0.090909091
alexaja01,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
alexako01,88,318,47,89,14,8,2,40,10,1,29,1,0,6,6,0,0,359,0.279874214,0.3454039,0.393081761
alexama01,374,168,111,36,4,2,0,4,103,42,18,26,1,1,8,0,2,195,0.214285714,0.282051282,0.261904762
alexama02,594,1271,166,293,50,12,15,115,37,10,86,276,7,7,19,4,17,1387,0.230527144,0.278298486,0.324154209
alexani01,20,69,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,70,0.130434783,0.142857143,0.130434783
alexape01,703,1810,154,378,60,13,11,163,3,5,77,276,0,2,88,0,0,1977,0.208839779,0.231158321,0.274585635
alexasc01,349,8,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,9,0,0,0
alexasp01,26,69,14,16,4,1,1,7,1,0,8,0,0,1,1,0,0,79,0.231884058,0.316455696,0.362318841
alexate01,42,56,0,6,0,0,0,2,0,0,3,1,0,0,4,0,0,63,0.107142857,0.142857143,0.107142857
alexaty01,195,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
alexawa01,162,405,26,76,18,3,1,24,5,4,42,116,0,4,16,0,0,467,0.187654321,0.26124197,0.254320988
alexyaj01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
alfarja01,7,11,1,2,0,0,0,0,0,0,0,5,0,0,1,0,1,12,0.181818182,0.166666667,0.181818182
alfarjo01,510,1629,155,412,73,4,48,201,19,5,72,595,10,42,0,6,34,1749,0.252915899,0.300743282,0.391037446
alfonan01,592,14,0,2,0,0,0,2,0,0,0,8,0,0,1,0,0,15,0.142857143,0.133333333,0.142857143
alfonan02,303,1171,202,321,57,19,16,156,31,0,136,4,0,14,34,0,0,1355,0.27412468,0.347601476,0.396242528
alfoned01,1506,5385,777,1532,282,18,146,744,53,17,596,617,22,41,31,55,110,6108,0.284493965,0.355108055,0.424883937
alfonel01,193,591,44,142,24,3,17,67,1,2,17,158,9,9,4,3,17,624,0.240270728,0.269230769,0.377326565
