,playerID,W,L,ERA,G,GS,GF,CG,SHO,SV,IPouts,H,R,ER,HR,BB,IBB,SO,HBP,BK,IP,WLpercentage
1,aardsda01,16,18,46.75,331,0,141,0,0,69,1011,296,169,160,41,183,22,340,16,1,337,0.470588235
2,aasedo01,66,60,45.41,448,91,235,22,5,82,3328,1085,503,468,89,457,45,641,7,3,1109.333333,0.523809524
3,abadfe01,9,29,50.67,406,6,103,0,0,2,1064,343,158,149,45,126,11,292,12,2,354.6666667,0.236842105
4,abbeybe01,22,40,28.07,79,65,14,52,0,1,1704,686,442,285,18,192,0,161,26,0,568,0.35483871
5,abbeych01,0,0,4.5,1,0,1,0,0,0,6,6,3,1,0,0,0,0,0,0,2,NA
6,abbotan01,28,23,10.46,75,75,0,1,1,0,1241,375,167,157,60,139,1,383,6,1,413.6666667,0.549019608
7,abbotco01,1,7,18.64,45,10,19,0,0,0,314,112,74,70,28,55,0,97,9,1,104.6666667,0.125
8,abbotda01,0,2,6.23,3,1,2,1,0,1,39,19,14,9,0,8,0,1,1,0,13,0
9,abbotgl01,62,83,51.98,248,206,13,37,5,0,3858,1405,707,627,162,352,28,484,32,5,1286,0.427586207
10,abbotji01,87,108,49.46,263,254,5,31,6,0,5022,1779,880,791,154,620,30,888,32,11,1674,0.446153846
11,abbotji02,0,1,20.25,1,1,0,0,0,0,4,3,4,3,0,2,0,0,0,0,1.333333333,0
12,abbotky01,4,17,33.77,57,22,4,0,0,0,556,207,112,107,26,79,0,124,2,3,185.3333333,0.19047619
13,abbotpa01,43,37,66.14,162,112,17,1,0,0,2162,682,421,394,101,393,17,496,21,0,720.6666667,0.5375
14,abelmi01,3,4,13.4,10,8,1,0,0,0,117,43,28,27,8,16,0,39,1,0,39,0.428571429
15,aberal01,24,25,43.55,168,30,76,7,0,14,1168,398,205,181,29,160,10,169,6,0,389.3333333,0.489795918
16,abernbi01,0,0,13.5,1,0,1,0,0,1,6,4,3,3,1,1,0,0,0,0,2,NA
17,abernte01,0,3,26.02,7,2,3,1,0,0,61,31,26,25,0,17,0,13,0,0,20.33333333,0
18,abernte02,63,69,67.41,681,34,416,7,2,148,3443,1010,513,441,70,592,80,765,45,3,1147.666667,0.477272727
19,abernwo01,1,1,12.38,16,1,6,0,0,1,126,36,19,17,5,11,0,6,0,0,42,0.5
20,ablesha01,1,5,15.76,14,8,6,4,0,0,214,79,51,32,1,30,0,41,1,1,71.33333333,0.166666667
21,abnerph01,0,0,4.91,5,0,0,0,0,0,11,5,2,2,0,3,0,5,0,0,3.666666667,NA
22,abramge01,0,0,9.64,3,0,1,0,0,0,14,10,5,5,0,3,0,1,0,0,4.666666667,NA
23,abregjo01,1,1,6.38,6,5,0,0,0,0,72,32,18,17,3,12,1,13,0,0,24,0.5
24,abreual01,6,5,40.56,108,0,45,0,0,1,407,118,79,69,23,78,2,136,13,1,135.6666667,0.545454545
25,abreubr01,16,12,18.56,317,0,62,0,0,16,989,239,107,97,25,148,0,448,22,1,329.6666667,0.571428571
26,abreuju01,0,0,2.7,7,0,2,0,0,0,20,6,2,2,1,3,0,12,5,0,6.666666667,NA
27,abreuwi01,0,1,41.65,38,0,6,0,0,0,133,57,39,36,10,19,2,38,2,1,44.33333333,0
28,accarje01,10,20,53.49,262,0,115,0,0,38,854,288,143,136,24,111,16,205,9,2,284.6666667,0.333333333
29,aceveal01,31,16,28.29,204,15,91,0,0,29,1141,333,172,162,48,129,6,282,28,6,380.3333333,0.659574468
30,acevedo01,4,4,17.21,89,0,20,0,0,4,264,75,41,40,14,23,5,74,4,1,88,0.5
31,acevejo01,18,25,27.75,104,59,11,1,0,1,1105,420,246,235,71,113,14,253,12,2,368.3333333,0.418604651
32,aceveju01,28,40,45.08,367,34,165,0,0,53,1710,597,316,274,72,226,34,350,28,4,570,0.411764706
33,achteaj01,2,1,13.13,45,0,22,0,0,0,186,69,30,27,13,21,2,33,1,0,62,0.666666667
34,ackerji01,33,49,47.52,467,32,159,0,0,30,2713,918,447,399,82,329,40,482,32,2,904.3333333,0.402439024
35,ackerto01,19,13,16.01,153,23,35,5,1,8,1141,365,181,174,43,150,20,256,17,0,380.3333333,0.59375
36,acklefr01,1,0,10.61,5,4,1,0,0,0,58,17,10,9,4,11,0,17,0,0,19.33333333,1
37,acostcy01,13,9,13.76,107,0,74,0,0,27,558,143,65,55,15,77,8,109,12,1,186,0.590909091
38,acosted01,6,9,20.69,57,8,22,3,1,1,413,153,71,62,12,39,8,70,4,2,137.6666667,0.4
39,acostjo01,10,10,16.79,55,13,28,6,1,4,640,265,119,107,9,68,0,45,0,0,213.3333333,0.5
40,acostma01,13,13,23.05,233,0,78,0,0,9,744,234,122,110,30,117,10,219,8,0,248,0.5
41,acrema01,9,6,20.98,114,0,32,0,0,2,381,135,75,73,16,68,9,98,5,1,127,0.6
42,actonga01,0,0,12.71,7,0,4,0,0,0,20,9,8,8,3,7,2,5,1,0,6.666666667,NA
43,adamja01,27,15,28.2,341,0,77,0,0,24,1005,220,115,100,34,124,11,390,33,4,335,0.642857143
44,adamsac01,41,33,34.03,302,7,218,2,0,49,1658,541,247,213,26,224,0,171,8,0,552.6666667,0.554054054
45,adamsau01,2,0,44.62,68,0,30,0,0,1,226,91,57,54,12,34,2,58,0,0,75.33333333,1
46,adamsau02,7,7,34.6,188,2,32,0,0,0,467,110,80,71,11,98,4,223,44,0,155.6666667,0.5
47,adamsba01,194,140,70.94,482,355,89,206,44,15,8986,2841,1129,917,68,430,0,1036,47,2,2995.333333,0.580838323
48,adamsbo01,0,0,7.94,2,0,2,0,0,0,17,10,5,5,1,3,0,1,0,0,5.666666667,NA
49,adamsbo02,0,1,10.5,5,1,3,0,0,0,36,21,11,7,0,3,0,5,0,0,12,0
50,adamsch01,1,2,24.92,22,1,7,0,0,1,125,62,41,39,11,15,0,33,2,1,41.66666667,0.333333333
51,adamsda01,4,11,8.14,47,16,24,6,0,3,513,182,87,71,5,65,0,54,8,0,171,0.266666667
52,adamsem01,28,25,70.35,89,58,19,26,5,1,1318,453,281,223,30,191,1,192,15,1,439.3333333,0.528301887
53,adamsjo01,0,0,9,1,0,1,0,0,0,12,9,6,4,0,2,0,0,1,0,4,NA
54,adamsjo02,5,6,19.12,44,11,4,0,0,0,331,121,66,60,19,37,0,77,9,1,110.3333333,0.454545455
55,adamska01,1,9,13.71,30,12,14,3,0,0,345,119,72,64,5,48,0,62,2,0,115,0.1
56,adamsmi01,0,4,22.27,11,4,2,0,0,0,76,28,22,21,3,22,2,14,0,1,25.33333333,0
57,adamsmi03,21,20,35.99,408,0,60,0,0,4,1222,316,122,109,33,126,12,409,6,0,407.3333333,0.512195122
58,adamsre01,0,1,8.25,8,0,4,0,0,0,36,18,12,11,1,7,0,8,0,0,12,0
59,adamsri01,2,5,3.59,11,6,5,3,1,0,188,63,30,25,1,24,0,25,8,0,62.66666667,0.285714286
60,adamste01,51,62,60.07,574,41,201,0,0,42,2608,890,448,403,63,380,33,691,17,6,869.3333333,0.451327434
61,adamstr01,1,4,7.49,18,2,3,0,0,0,101,39,29,28,6,17,0,31,3,0,33.66666667,0.2
62,adamswi01,8,16,25.9,65,21,30,8,0,2,853,303,172,138,8,144,0,74,19,0,284.3333333,0.333333333
63,adamswi02,6,9,12.19,25,24,0,1,1,0,404,149,92,87,20,55,5,105,9,0,134.6666667,0.4
64,adcocna01,2,6,17.46,56,5,14,0,0,1,369,126,64,57,14,56,5,80,7,1,123,0.25
65,adcocty01,0,0,20.99,18,0,6,0,0,0,69,20,15,14,9,4,0,19,0,0,23,NA
66,adenhni01,1,0,9,4,4,0,0,0,0,54,25,12,12,0,16,0,9,0,0,18,1
67,adkinde01,2,4,18.24,38,6,19,1,0,0,297,114,69,62,10,50,0,47,0,0,99,0.333333333
68,adkindo01,1,1,11.76,6,3,3,1,0,1,81,40,28,15,2,12,0,3,1,0,27,0.5
69,adkingr01,12,27,9.06,67,42,18,19,0,1,1089,403,211,175,24,156,0,78,7,0,363,0.307692308
70,adkinjo01,5,5,24.54,119,0,40,0,0,0,416,155,75,70,18,54,10,81,5,0,138.6666667,0.5
71,adkinst01,1,2,6.38,5,5,0,0,0,0,72,19,18,17,4,29,0,14,0,0,24,0.333333333
72,adlemti01,9,15,9.52,43,33,4,0,0,0,576,188,111,106,42,71,2,155,11,1,192,0.375
73,adonjo01,3,16,23.68,35,26,7,0,0,0,397,154,100,98,19,70,4,118,11,0,132.3333333,0.157894737
74,adriaeh01,0,0,36,3,0,3,0,0,0,9,6,4,4,1,1,0,2,1,0,3,NA
75,affelje01,43,46,61.52,774,42,162,0,0,28,2778,904,455,408,76,396,41,720,42,9,926,0.483146067
76,agnosza01,1,3,6.61,30,0,14,0,0,4,94,31,25,23,5,17,0,19,0,0,31.33333333,0.25
77,agostju01,40,33,85.15,543,2,198,0,0,29,1879,639,313,279,30,248,47,307,30,7,626.3333333,0.547945205
78,agrazda01,4,5,4.91,15,14,0,0,0,0,220,82,43,40,15,18,0,41,10,0,73.33333333,0.444444444
79,aguiaju01,2,1,6.25,7,7,0,0,0,0,95,30,22,22,8,12,1,19,5,0,31.66666667,0.666666667
80,aguilmi01,1,1,6.43,9,0,2,0,0,0,21,6,6,5,0,4,1,3,0,0,7,0.5
81,aguilri01,86,81,66.43,732,89,557,10,0,318,3874,1233,568,512,138,351,42,1030,36,10,1291.333333,0.51497006
82,aguirha01,75,72,51.39,447,149,124,44,9,33,4127,1216,562,496,123,479,35,856,47,9,1375.666667,0.510204082
83,ahearpa01,0,2,11.7,4,3,0,0,0,0,30,20,13,13,2,5,1,4,0,0,10,0
84,ainsmed01,0,0,54,1,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0.333333333,NA
85,ainswku01,6,8,40.67,29,22,4,0,0,0,380,136,78,73,16,61,0,90,8,0,126.6666667,0.428571429
86,aitchra01,12,12,7.62,34,22,8,10,3,0,619,193,98,69,7,67,0,101,5,0,206.3333333,0.5
87,akerfda01,9,10,25.8,125,13,33,1,0,3,701,216,146,132,36,127,16,129,13,1,233.6666667,0.473684211
88,akerja01,47,45,53.96,495,0,321,0,0,123,2238,679,312,272,64,274,68,404,40,0,746,0.510869565
89,akersje01,1,1,4.87,5,1,3,0,0,0,61,24,17,11,1,15,0,11,2,0,20.33333333,0.5
90,akinke01,16,22,27.97,231,28,57,0,0,11,1104,350,203,183,51,129,6,377,7,2,368,0.421052632
91,alanirj01,1,0,29.03,15,0,4,0,0,0,55,20,18,17,4,10,0,16,1,1,18.33333333,1
92,albagi01,0,0,2.7,3,0,1,0,0,0,10,1,2,1,0,2,0,3,0,0,3.333333333,NA
93,albaljo01,6,3,24.04,66,0,13,0,0,0,230,77,40,37,10,32,3,56,7,1,76.66666667,0.666666667
94,albanjo01,0,0,4.5,6,0,6,0,0,0,18,8,3,3,1,2,0,3,0,0,6,NA
95,alberan01,8,8,24.34,31,21,7,1,1,1,419,159,89,71,27,34,1,91,5,2,139.6666667,0.5
96,albercy01,1,2,6.18,4,3,1,2,0,0,83,35,22,19,1,20,0,10,0,0,27.66666667,0.333333333
97,alberha01,0,0,43.69,14,0,14,0,0,0,42,17,11,11,4,6,0,2,2,0,14,NA
98,alberjo01,0,4,21.13,27,5,10,0,0,0,175,77,57,48,7,36,3,23,2,0,58.33333333,0
99,alberma01,47,48,60.62,616,24,145,0,0,7,2277,751,399,367,87,314,30,571,35,1,759,0.494736842
100,albosed01,0,8,12.36,19,8,3,0,0,0,158,52,43,36,4,43,0,24,1,0,52.66666667,0
101,albreed01,1,1,10.8,3,2,1,1,0,0,35,7,10,7,0,11,0,2,0,0,11.66666667,0.5
102,albrial01,1,2,55.02,13,3,5,1,0,1,107,59,41,28,4,13,0,10,1,0,35.66666667,0.333333333
103,albrith01,0,5,23.75,14,4,6,3,0,1,164,85,55,48,7,17,0,14,1,0,54.66666667,0
104,albural01,17,8,23.09,264,0,58,0,0,1,735,187,88,86,17,135,13,291,8,8,245,0.68
105,alburvi01,18,17,14.93,101,37,32,6,1,1,1118,338,194,170,36,220,7,193,12,1,372.6666667,0.514285714
106,alcaljo01,9,13,33.23,200,0,53,0,0,1,655,189,117,104,39,84,3,226,7,3,218.3333333,0.409090909
107,alcalsa01,14,11,15.13,68,33,11,3,1,2,748,257,138,132,25,121,9,140,6,5,249.3333333,0.56
108,alcanra01,2,5,14.38,13,9,2,0,0,0,139,53,39,37,14,16,1,26,7,2,46.33333333,0.285714286
109,alcansa01,52,67,29.61,177,169,3,12,4,0,3226,934,485,436,113,330,8,931,44,6,1075.333333,0.43697479
110,alcanse01,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,NA
111,alcanvi01,4,3,15.84,79,0,19,0,0,0,240,82,40,38,14,25,0,50,4,0,80,0.571428571
112,aldegsa01,1,4,12.75,7,5,0,0,0,0,80,35,26,19,5,20,0,22,6,0,26.66666667,0.2
113,alderda01,0,1,13.08,16,3,9,0,0,0,107,52,30,26,4,12,0,11,0,0,35.66666667,0
114,aldremi01,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,NA
115,aldresc01,20,39,73.96,229,67,29,1,0,1,1499,581,356,334,78,230,20,312,19,2,499.6666667,0.338983051
116,aldrija01,6,5,19.19,62,0,21,0,0,2,326,119,62,57,12,39,9,46,3,2,108.6666667,0.545454545
117,aldrivi01,97,80,31.86,248,205,28,102,8,6,4802,1671,785,668,87,512,0,526,39,0,1600.666667,0.548022599
118,alexabo01,1,1,22.5,9,0,5,0,0,0,33,18,13,13,0,7,2,2,2,0,11,0.5
119,alexabu01,11,31,31.54,77,44,15,11,0,4,1073,432,294,240,18,147,1,134,12,0,357.6666667,0.261904762
120,alexado01,194,174,88.66,561,464,56,98,18,3,10103,3376,1541,1406,324,978,60,1528,53,10,3367.666667,0.527173913
121,alexage01,6,3,39.95,36,11,6,0,0,0,294,112,67,63,12,54,7,59,4,1,98,0.666666667
122,alexaja01,6,5,27.06,36,24,7,0,0,1,447,168,92,84,27,54,0,111,7,0,149,0.545454545
123,alexama02,0,0,67.5,1,0,1,0,0,0,2,1,5,5,1,4,0,0,0,0,0.666666667,NA
124,alexape01,373,208,62.42,696,599,80,437,90,32,15570,4868,1851,1476,164,951,0,2198,70,1,5190,0.641996558
125,alexasc01,21,16,44.53,349,13,62,0,0,10,981,310,138,122,25,121,16,240,9,0,327,0.567567568
126,alexate01,11,5,28.57,42,17,16,9,0,3,519,160,90,63,2,64,0,90,5,0,173,0.6875
127,alexaty01,22,42,37.49,195,57,30,0,0,1,1640,582,299,281,91,128,7,445,20,2,546.6666667,0.34375
128,alexyaj01,4,2,16.27,9,4,0,0,0,0,90,23,21,21,5,26,0,23,1,0,30,0.666666667
129,alfonan01,35,37,47.94,592,0,301,0,0,129,1839,677,296,280,55,250,45,400,22,2,613,0.486111111
130,allarbr01,4,6,13.72,19,13,3,3,0,0,287,97,52,45,9,31,3,44,1,0,95.66666667,0.4
131,allarko01,13,26,51.99,109,44,26,0,0,1,1011,365,210,200,60,106,4,269,10,1,337,0.333333333
132,alldrca01,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,NA
133,allen01,0,1,40.5,1,1,0,0,0,0,2,5,4,3,0,0,0,0,0,0,0.666666667,0
134,allenbo03,0,1,6.75,3,1,1,0,0,0,36,18,12,9,2,8,0,8,0,0,12,0
135,allenbo04,7,12,21.47,204,0,84,0,0,19,822,288,152,125,23,132,27,199,5,2,274,0.368421053
136,allencl01,1,2,6.84,5,3,2,1,0,0,75,34,25,19,0,14,0,10,0,0,25,0.333333333
137,allencl02,0,1,62.68,7,3,1,1,0,0,57,34,23,20,0,13,0,13,0,0,19,0
138,allenco01,24,31,27.62,481,0,291,0,0,153,1391,375,179,162,55,193,13,593,10,0,463.6666667,0.436363636
139,allenfr01,50,67,23.22,180,127,31,60,10,3,2911,893,411,316,26,373,0,457,35,2,970.3333333,0.427350427
140,allenha03,6,7,15.95,15,11,3,4,2,0,240,96,70,65,8,29,0,37,0,0,80,0.461538462
141,allenho02,1,7,136,16,7,6,3,0,1,193,84,59,51,3,22,0,31,7,0,64.33333333,0.125
142,allenjo01,0,0,18,1,0,1,0,0,0,6,2,4,4,0,2,0,2,0,0,2,NA
143,allenjo02,142,75,56.48,352,241,68,109,17,18,5851,1849,924,813,104,738,0,1070,38,5,1950.333333,0.65437788
144,allenll01,8,25,62.25,159,19,75,0,0,22,892,291,183,155,19,196,18,194,11,2,297.3333333,0.242424242
145,allenlo01,5,11,37.15,45,15,10,0,0,1,373,150,85,80,20,52,0,89,10,0,124.3333333,0.3125
146,allenlo02,23,24,13.79,74,73,0,0,0,0,1138,397,202,189,56,151,1,320,11,0,379.3333333,0.489361702
147,allenma01,0,0,0,1,0,1,0,0,0,6,2,0,0,0,1,0,3,0,0,2,NA
148,allenmy01,1,3,4.56,5,3,1,3,0,0,107,34,16,7,0,7,0,3,3,0,35.66666667,0.25
149,allenne01,58,70,66.76,434,59,222,7,6,75,2965,985,464,426,73,417,68,611,9,3,988.3333333,0.453125
150,allenne02,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0.666666667,NA
151,allgeni01,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,NA
152,allis01,1,0,3,1,1,0,1,0,0,27,10,3,3,1,3,0,6,0,0,9,1
153,allisda01,1,1,7.36,11,0,4,0,0,0,33,16,9,9,0,5,1,4,0,0,11,0.5
154,allisdo01,0,0,1.8,1,0,1,0,0,0,15,11,5,1,0,1,0,0,0,0,5,NA
155,allisma01,9,21,7.95,45,27,12,17,1,1,740,247,135,87,4,67,0,57,11,1,246.6666667,0.3
156,almanar01,14,13,30.25,254,0,49,0,0,2,644,189,123,115,34,136,13,232,6,4,214.6666667,0.518518519
157,almanca01,13,13,43.71,210,1,63,0,0,0,717,252,134,128,35,82,12,170,13,0,239,0.5
158,almoned01,0,0,11.12,12,0,3,0,0,0,34,21,15,14,3,5,1,7,0,0,11.33333333,NA
159,almonhe01,1,4,19.25,50,0,15,0,0,0,155,63,36,36,6,30,5,40,2,0,51.66666667,0.2
160,almonmi01,0,2,30.02,19,0,7,0,0,0,53,21,17,17,5,12,0,17,2,0,17.66666667,0
161,almonye01,8,6,27.41,213,0,38,0,0,3,669,196,123,110,28,95,5,215,18,0,223,0.571428571
162,almoral01,0,0,27,1,0,1,0,0,0,3,1,3,3,1,1,0,0,1,0,1,NA
163,alomalu01,18,3,14.6,116,1,55,1,1,15,706,212,98,90,21,111,0,115,4,2,235.3333333,0.857142857
164,alonsro01,2,9,25.18,20,13,7,7,0,0,318,137,82,75,10,42,0,43,0,0,106,0.181818182
165,alouma01,0,0,0,1,0,1,0,0,0,6,3,0,0,0,1,0,3,0,0,2,NA
166,alstoga01,1,0,9,6,0,4,0,0,0,18,9,6,6,1,3,0,5,1,0,6,1
167,altampo01,7,4,12.61,65,0,27,0,0,2,275,87,43,41,13,30,6,57,3,1,91.66666667,0.636363636
168,altavda01,8,9,47.89,152,1,47,0,0,3,446,117,74,66,21,78,2,155,9,0,148.6666667,0.470588235
169,altener01,0,1,9,14,1,7,0,0,0,69,40,27,23,2,9,0,4,1,0,23,0
170,altheaa01,0,0,9,1,0,1,0,0,0,3,2,1,1,0,0,0,2,0,0,1,NA
171,altroni01,83,75,75.28,218,161,46,128,16,7,4542,1455,600,445,16,272,0,425,22,1,1514,0.525316456
172,alvarab01,0,1,36.43,4,1,1,0,0,0,31,19,13,13,5,7,0,5,0,0,10.33333333,0
173,alvaran01,1,1,2.31,5,5,0,0,0,0,70,16,8,6,1,10,0,20,1,0,23.33333333,0.5
174,alvarda01,6,1,39.24,56,0,12,0,0,0,144,56,31,27,10,22,2,61,6,2,48,0.857142857
175,alvared01,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,1,1,0,1,NA
176,alvarel01,1,1,3.19,37,0,13,0,0,0,127,34,17,15,6,22,1,50,2,0,42.33333333,0.5
177,alvarhe01,27,35,25.37,95,95,0,5,5,0,1733,610,268,245,56,140,8,302,22,4,577.6666667,0.435483871
178,alvarjo01,8,9,10.55,98,0,38,0,0,5,487,140,56,54,12,79,15,134,7,2,162.3333333,0.470588235
179,alvarjo02,22,25,31.78,447,8,78,0,0,4,1262,416,186,162,39,137,22,360,13,1,420.6666667,0.468085106
180,alvarjo03,19,27,33.85,408,1,103,0,0,52,1105,290,166,142,26,195,19,469,13,1,368.3333333,0.413043478
181,alvarju01,0,5,24.35,80,0,19,0,0,0,181,58,36,35,12,40,2,42,4,1,60.33333333,0
182,alvarra01,8,8,17.67,33,19,5,9,1,0,532,215,133,116,6,62,0,41,2,0,177.3333333,0.5
183,alvarrj01,0,1,22.6,32,0,15,0,0,0,91,34,27,26,9,21,2,34,1,0,30.33333333,0
184,alvarta01,3,6,9.75,19,13,3,0,0,0,175,65,40,35,2,26,1,26,4,0,58.33333333,0.333333333
185,alvarvi01,0,2,17.06,9,1,4,0,0,0,48,18,13,13,2,8,0,10,1,0,16,0
186,alvarwi01,102,92,57.42,355,263,18,12,5,4,5243,1624,857,769,190,805,29,1330,50,4,1747.666667,0.525773196
187,alzolad01,12,25,25.55,121,27,52,0,0,27,762,217,125,114,42,77,2,269,14,5,254,0.324324324
188,amarial01,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0.666666667,NA
189,amayaja01,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,NA
190,ambrihe01,3,7,19.98,96,0,32,0,0,2,318,134,70,63,18,44,4,87,4,0,106,0.3
191,amesre01,183,167,56.36,533,368,116,209,26,36,9594,2896,1313,934,42,1034,0,1702,64,1,3198,0.522857143
192,amesst01,0,1,4.5,4,0,3,0,0,0,12,6,2,2,0,2,1,4,0,0,4,0
193,amoledo01,4,10,10.41,18,12,5,10,0,0,358,150,91,63,0,39,0,30,12,0,119.3333333,0.285714286
194,amorvi01,1,3,10.43,13,4,5,1,0,0,100,50,22,21,2,13,2,12,2,1,33.33333333,0.25
195,anckewa01,0,0,3.57,4,1,3,0,0,0,53,19,10,7,1,17,0,4,3,0,17.66666667,NA
196,ander01,0,1,9,1,1,0,0,0,0,9,5,5,3,0,1,0,1,0,0,3,0
197,anderal02,49,54,32.24,148,128,7,15,3,0,2456,901,424,374,87,211,12,339,25,9,818.6666667,0.475728155
198,anderbi01,0,0,10.13,2,0,2,0,0,0,8,5,3,3,0,2,0,1,0,0,2.666666667,NA
199,anderbi02,18,18,49.17,63,40,15,20,1,1,970,372,218,182,20,120,0,113,13,1,323.3333333,0.5
200,anderbo01,36,46,32.5,246,93,62,15,1,13,2522,858,450,398,80,319,31,502,27,4,840.6666667,0.43902439
201,anderbr02,82,83,67.69,291,245,11,12,4,1,4641,1743,906,814,264,337,28,723,23,28,1547,0.496969697
202,anderbr04,67,74,68.09,222,210,4,3,1,3,3421,1217,572,516,115,304,13,772,32,8,1140.333333,0.475177305
203,anderbu01,4,10,7.43,64,6,39,1,0,7,447,148,71,61,12,62,8,76,1,0,149,0.285714286
204,anderch01,59,58,64.48,247,201,30,0,0,4,3322,1058,576,542,182,380,9,923,53,1,1107.333333,0.504273504
205,anderco01,9,9,19.08,39,26,4,1,0,0,482,174,86,85,23,45,4,107,3,1,160.6666667,0.5
206,andercr01,7,23,22.83,82,17,34,2,0,5,577,226,147,109,21,81,2,94,6,0,192.3333333,0.233333333
207,anderda01,3,13,19.55,21,17,3,15,0,0,451,177,130,91,4,74,0,56,8,0,150.3333333,0.1875
208,anderdr02,1,3,79.38,19,2,6,0,0,0,133,53,33,32,4,17,2,30,3,0,44.33333333,0.25
209,anderfa01,1,0,2.25,1,0,1,0,0,0,12,4,1,1,0,1,0,6,1,0,4,1
210,anderfr01,53,57,20.2,178,114,43,62,11,8,2959,912,415,313,22,247,0,514,15,1,986.3333333,0.481818182
211,andergr01,4,8,16.38,115,0,31,0,0,1,396,130,79,69,24,53,7,133,4,0,132,0.333333333
212,anderia01,22,14,22.1,59,52,4,0,0,0,845,258,138,132,31,128,3,270,4,0,281.6666667,0.611111111
213,anderja01,2,0,62.79,32,0,15,0,0,0,114,38,29,27,6,30,7,19,3,0,38,1
214,anderji02,25,47,39.28,122,96,8,3,0,1,1724,672,371,346,58,240,24,241,26,1,574.6666667,0.347222222
215,anderjo02,0,0,27.89,24,1,7,0,0,1,134,64,37,32,6,14,3,19,1,0,44.66666667,NA
216,anderju01,7,5,14.01,167,0,31,0,0,6,467,132,86,80,14,104,4,184,8,1,155.6666667,0.583333333
217,anderla01,2,3,14.39,16,1,8,1,1,0,124,48,28,26,4,22,4,23,0,0,41.33333333,0.4
218,anderla02,40,39,64.32,699,1,267,0,0,49,2986,932,402,348,58,311,64,758,17,7,995.3333333,0.506329114
219,anderma01,15,7,45.49,257,0,111,0,0,26,770,249,167,148,30,157,15,224,11,1,256.6666667,0.681818182
220,andermi01,0,0,0,1,0,1,0,0,0,3,2,0,0,0,0,0,2,0,0,1,NA
221,andermi02,0,0,18.56,3,0,0,0,0,0,16,12,11,11,3,3,0,4,0,0,5.333333333,NA
222,anderni01,14,7,24.32,177,0,38,0,0,10,519,143,70,66,23,49,5,212,3,0,173,0.666666667
223,anderor01,0,0,16.62,2,1,1,0,0,0,13,11,8,8,1,2,0,3,0,0,4.333333333,NA
224,anderre01,5,8,14.79,36,9,6,3,0,0,410,150,84,66,7,69,0,40,4,0,136.6666667,0.384615385
225,anderri01,0,0,7.58,6,2,3,0,0,0,36,9,6,5,1,14,2,7,0,0,12,NA
226,anderri02,4,4,20.81,28,10,5,0,0,1,290,112,56,51,9,29,6,42,3,1,96.66666667,0.5
227,anderro01,0,0,10.8,1,1,0,0,0,0,10,5,4,4,0,4,0,1,0,0,3.333333333,NA
228,andersc01,1,2,17.86,18,7,3,0,0,0,164,58,33,33,4,21,2,28,2,0,54.66666667,0.333333333
229,andersh01,4,7,75.82,76,18,20,0,0,2,490,215,131,116,29,66,4,128,5,0,163.3333333,0.363636364
230,anderta01,1,3,15.99,12,5,1,0,0,0,116,50,28,25,5,15,3,25,1,0,38.66666667,0.25
231,anderty01,62,72,54.56,231,223,1,1,0,0,3777,1217,641,601,184,415,12,1045,39,15,1259,0.462686567
232,anderva01,9,20,30.46,35,30,4,22,0,0,719,339,237,164,13,115,0,41,14,0,239.6666667,0.310344828
233,anderwa01,1,0,6.89,17,2,12,0,0,0,158,45,26,19,0,29,0,20,2,0,52.66666667,1
234,anderwi01,0,0,4.67,7,2,5,0,0,0,52,16,15,9,0,17,0,11,1,0,17.33333333,NA
235,andrast01,0,0,9.64,4,0,2,0,0,0,14,5,5,5,0,4,0,5,0,0,4.666666667,NA
236,andre01,0,1,67.5,1,1,0,0,0,0,2,6,5,5,1,1,0,0,0,0,0.666666667,0
237,andrecl01,1,2,10.02,8,2,1,0,0,0,62,34,23,23,6,9,0,12,0,1,20.66666667,0.333333333
238,andrecl02,0,1,54,5,0,1,0,0,0,11,11,12,11,4,2,0,5,1,0,3.666666667,0
239,andreel01,0,0,10.13,6,0,2,0,0,0,24,12,12,9,0,11,0,0,0,0,8,NA
240,andrehu01,0,0,6.23,8,0,4,0,0,0,35,17,8,6,1,4,0,2,0,0,11.66666667,NA
241,andreiv01,50,59,38.3,249,108,84,43,2,8,3123,1151,562,479,59,342,0,257,4,2,1041,0.458715596
242,andreja01,0,3,66.77,6,3,1,0,0,0,50,20,29,24,2,23,0,5,0,0,16.66666667,0
243,andrejo01,0,1,5.8,22,3,5,0,0,1,135,45,34,29,7,28,4,19,1,0,45,0
244,andrejo02,1,1,4.42,16,0,2,0,0,0,55,16,10,9,3,11,1,5,0,0,18.33333333,0.5
